product_id,sku,product_name,category,unit_price_raw
P-0463,SKU-00463,Pro Books-463,Books,$473.28
P-0464,SKU-00464,Pro Sports-464,Apparel,154.16
P-0465,SKU-00465,Max Beauty-465,Home & Kitchen,291.12
P-0466,SKU-00466,Ultra Home-466,Sports,351.39
P-0467,SKU-00467,Pro Home-467,Toys,326.37
P-0468,SKU-00468,Pro Books-468,Beauty,470.59
P-0469,SKU-00469,Mini Beauty-469,Home & Kitchen,78.48
P-0470,SKU-00470,Mini Books-470,Toys,256.63
P-0471,SKU-00471,Classic Grocery-471,Home & Kitchen,205.00
P-0472,SKU-00472,Max Beauty-472,Home & Kitchen,239.71
P-0473,SKU-00473,Classic Sports-473,Grocery,64.01
P-0474,SKU-00474,Ultra Books-474,Toys,71.38
P-0475,SKU-00475,Max Beauty-475,Home & Kitchen,142.65
P-0476,SKU-00476,Max Electronics-476,Grocery,155.83
P-0477,SKU-00477,Ultra Grocery-477,Apparel,216.81
P-0478,SKU-00478,Mini Grocery-478,Sports,307.44
P-0479,SKU-00479,Ultra Toys-479,Apparel,319.14
P-0480,SKU-00480,Max Grocery-480,Toys,208.85
P-0481,SKU-00481,Classic Apparel-481,Beauty,207.35
P-0482,SKU-00482,Classic Home-482,Electronics,112.73
P-0483,SKU-00483,Mini Books-483,Toys,296.21
P-0484,SKU-00484,Pro Sports-484,Beauty,$161.94
P-0485,SKU-00485,Mini Grocery-485,Home & Kitchen,22.85
P-0486,SKU-00486,Pro Grocery-486,Toys,212.11
P-0487,SKU-00487,Pro Apparel-487,Home & Kitchen,239.70
P-0488,SKU-00488,Classic Grocery-488,Grocery,116.67
P-0489,SKU-00489,Pro Grocery-489,Grocery,288.37
P-0490,SKU-00490,Classic Electronics-490,Apparel,285.06
P-0491,SKU-00491,Classic Apparel-491,Home & Kitchen,$352.49
P-0492,SKU-00492,Ultra Home-492,Books,325.73
P-0493,SKU-00493,Mini Beauty-493,Home & Kitchen,327.95
P-0494,SKU-00494,Mini Toys-494,,161.53
P-0495,SKU-00495,Ultra Grocery-495,Toys,394.78
P-0496,SKU-00496,Ultra Beauty-496,Apparel,$276.83
P-0497,SKU-00497,Max Home-497,Beauty,218.55
P-0498,SKU-00498,Classic Grocery-498,Books,314.88
P-0499,SKU-00499,Max Toys-499,Books,183.53
P-0500,SKU-00500,Mini Home-500,Sports,258.81
P-0501,SKU-00501,Max Apparel-501,Books,369.67
P-0502,SKU-00502,Classic Apparel-502,Home & Kitchen,$443.77
P-0503,SKU-00503,Mini Home-503,Toys,460.92
P-0504,SKU-00504,Max Home-504,Grocery,254.30
P-0505,SKU-00505,Ultra Books-505,Electronics,262.54
P-0506,SKU-00506,Pro Grocery-506,Toys,400.94
P-0507,SKU-00507,Max Grocery-507,Grocery,160.65
P-0508,SKU-00508,Mini Grocery-508,Electronics,419.50
P-0509,SKU-00509,Ultra Sports-509,,249.60
P-0510,SKU-00510,Classic Home-510,Grocery,62.35
P-0511,SKU-00511,Pro Apparel-511,Books,40.67
P-0512,SKU-00512,Pro Grocery-512,Toys,421.79
P-0513,SKU-00513,Ultra Sports-513,Electronics,$32.51
P-0514,SKU-00514,Classic Apparel-514,Apparel,143.90
P-0515,SKU-00515,Ultra Beauty-515,Books,170.39
P-0516,SKU-00516,Max Toys-516,Home & Kitchen,90.63
P-0517,SKU-00517,Ultra Electronics-517,Sports,160.38
P-0518,SKU-00518,Ultra Books-518,Sports,372.63
P-0519,SKU-00519,Classic Apparel-519,Toys,12.27
P-0520,SKU-00520,Classic Home-520,Home & Kitchen,414.45
P-0521,SKU-00521,Classic Beauty-521,Toys,428.99
P-0522,SKU-00522,Max Sports-522,Toys,189.27
P-0523,SKU-00523,Pro Toys-523,Sports,81.04
P-0524,SKU-00524,Classic Grocery-524,Books,302.42
P-0525,SKU-00525,Pro Grocery-525,Books,64.24
P-0526,SKU-00526,Max Toys-526,Toys,185.64
P-0527,SKU-00527,Mini Sports-527,Sports,479.42
P-0528,SKU-00528,Max Home-528,Grocery,497.75
P-0529,SKU-00529,Pro Electronics-529,Grocery,387.19
P-0530,SKU-00530,Ultra Grocery-530,Toys,$158.93
P-0531,SKU-00531,Ultra Sports-531,Sports,345.39
P-0532,SKU-00532,Classic Sports-532,Home & Kitchen,$354.18
P-0533,SKU-00533,Classic Beauty-533,Apparel,$196.98
P-0534,SKU-00534,Pro Beauty-534,Home & Kitchen,322.24
P-0535,SKU-00535,Max Grocery-535,,10.31
P-0536,SKU-00536,Pro Toys-536,Grocery,108.48
P-0537,SKU-00537,Mini Apparel-537,Apparel,$264.92
P-0538,SKU-00538,Classic Sports-538,Home & Kitchen,$86.06
P-0539,SKU-00539,Ultra Apparel-539,Electronics,87.12
P-0540,SKU-00540,Ultra Grocery-540,Beauty,418.97
P-0541,SKU-00541,Ultra Toys-541,Grocery,494.62
P-0542,SKU-00542,Pro Apparel-542,Apparel,280.20
P-0543,SKU-00543,Mini Books-543,Books,420.34
P-0544,SKU-00544,Ultra Sports-544,Beauty,495.21
P-0545,SKU-00545,Max Sports-545,Electronics,75.09
P-0546,SKU-00546,Classic Beauty-546,Beauty,226.88
P-0547,SKU-00547,Classic Electronics-547,Beauty,199.32
P-0548,SKU-00548,Pro Beauty-548,Apparel,44.62
P-0549,SKU-00549,Pro Books-549,Home & Kitchen,378.89
P-0550,SKU-00550,Max Toys-550,Home & Kitchen,219.72
P-0551,SKU-00551,Pro Electronics-551,Electronics,237.32
P-0552,SKU-00552,Pro Electronics-552,Toys,79.58
P-0553,SKU-00553,Max Toys-553,Toys,94.56
P-0554,SKU-00554,Max Home-554,Sports,$454.02
P-0555,SKU-00555,Ultra Home-555,Toys,$27.10
P-0556,SKU-00556,Pro Sports-556,Beauty,120.26
P-0557,SKU-00557,Pro Toys-557,Electronics,$149.57
P-0558,SKU-00558,Ultra Apparel-558,,247.65
P-0559,SKU-00559,Pro Home-559,Books,$295.29
P-0560,SKU-00560,Classic Home-560,Sports,249.18
P-0561,SKU-00561,Pro Electronics-561,Toys,46.64
P-0562,SKU-00562,Pro Sports-562,Apparel,125.62
P-0563,SKU-00563,Max Books-563,Home & Kitchen,422.58
P-0564,SKU-00564,Classic Apparel-564,Apparel,320.61
P-0565,SKU-00565,Max Electronics-565,,326.33
P-0566,SKU-00566,Ultra Electronics-566,Toys,336.75
P-0567,SKU-00567,Ultra Electronics-567,Toys,382.64
P-0568,SKU-00568,Ultra Toys-568,Books,33.76
P-0569,SKU-00569,Pro Books-569,Electronics,186.47
P-0570,SKU-00570,Max Electronics-570,Apparel,272.07
P-0571,SKU-00571,Classic Sports-571,Grocery,172.54
P-0572,SKU-00572,Ultra Sports-572,Sports,$423.02
P-0573,SKU-00573,Ultra Grocery-573,Grocery,243.87
P-0574,SKU-00574,Ultra Beauty-574,Toys,385.47
P-0575,SKU-00575,Max Books-575,Electronics,$426.75
P-0576,SKU-00576,Pro Toys-576,Sports,254.87
P-0577,SKU-00577,Max Beauty-577,Electronics,$455.23
P-0578,SKU-00578,Ultra Sports-578,Beauty,295.63
P-0579,SKU-00579,Max Toys-579,Books,425.89
P-0580,SKU-00580,Pro Apparel-580,Toys,173.59
P-0581,SKU-00581,Max Electronics-581,Home & Kitchen,$251.91
P-0582,SKU-00582,Classic Books-582,Toys,268.05
P-0583,SKU-00583,Classic Books-583,Beauty,56.96
P-0584,SKU-00584,Ultra Home-584,Apparel,$202.28
P-0585,SKU-00585,Ultra Grocery-585,Toys,459.08
P-0586,SKU-00586,Classic Beauty-586,Grocery,$317.26
P-0587,SKU-00587,Pro Apparel-587,Sports,92.87
P-0588,SKU-00588,Max Electronics-588,Books,172.73
P-0589,SKU-00589,Ultra Books-589,Electronics,$99.84
P-0590,SKU-00590,Classic Home-590,,17.29
P-0591,SKU-00591,Mini Beauty-591,Apparel,464.09
P-0592,SKU-00592,Ultra Apparel-592,,226.86
P-0593,SKU-00593,Ultra Home-593,Toys,157.23
P-0594,SKU-00594,Pro Sports-594,Apparel,301.25
P-0595,SKU-00595,Pro Beauty-595,Grocery,$8.62
P-0596,SKU-00596,Pro Books-596,Grocery,142.62
P-0597,SKU-00597,Max Toys-597,Toys,$353.00
P-0598,SKU-00598,Mini Toys-598,Beauty,318.72
P-0599,SKU-00599,Classic Sports-599,Home & Kitchen,490.99
P-0600,SKU-00600,Max Beauty-600,Grocery,$312.08
P-0422,SKU-00422,Ultra Grocery-422,Toys,22.80
P-0564,SKU-00564,Classic Apparel-564,Apparel,337.37
P-0491,SKU-00491,Classic Apparel-491,Home & Kitchen,380.92
P-0063,SKU-00063,Ultra Electronics-63,Home & Kitchen,297.36
P-0090,SKU-00090,Pro Grocery-90,Grocery,276.46
P-0287,SKU-00287,Classic Home-287,Sports,31.04
P-0393,SKU-00393,Ultra Beauty-393,Grocery,317.92
P-0141,SKU-00141,Ultra Beauty-141,Apparel,226.92
P-0430,SKU-00430,Classic Sports-430,Grocery,420.14
P-0205,SKU-00205,Max Toys-205,Home & Kitchen,11.76
P-0539,SKU-00539,Ultra Apparel-539,Electronics,88.05
P-0256,SKU-00256,Max Grocery-256,Books,385.82
P-0557,SKU-00557,Pro Toys-557,Electronics,163.62
P-0020,SKU-00020,Mini Apparel-20,Grocery,348.46
P-0392,SKU-00392,Max Sports-392,Sports,62.58
P-0368,SKU-00368,Classic Beauty-368,Sports,353.03
P-0492,SKU-00492,Ultra Home-492,Books,342.02
P-0558,SKU-00558,Ultra Apparel-558,,240.05
